metric,mean,std,min,max
selected_pair_mae,0.35117185711860655,0.0014353750865013152,0.34930676221847534,0.35362887382507324
selected_pair_mse,0.31160191893577577,0.0032367703398721325,0.3052770495414734,0.3144288659095764
regret_to_oracle_pair,0.03411291390657425,0.0014353782791172824,0.032247819006443024,0.03656993433833122
improvement_over_fixed_pair,0.001553797721862793,0.0014353750865013152,-0.0009032189846038818,0.0034188926219940186
exact_best_pair_accuracy,16.476345658302307,2.0059281117620156,13.050571084022522,18.923327326774597
top_two_pair_coverage,23.360522389411926,1.8410099341195088,19.902120530605316,25.122350454330444
top_three_pair_coverage,32.561174631118774,3.6978862390256584,27.406197786331177,38.172921538352966
