seed,best_epoch,epochs_ran,selected_pair_mae,selected_pair_mse,regret_to_oracle_pair,improvement_over_fixed_pair,switch_win_rate_vs_fixed,mean_improvement_on_winning_windows,mean_harm_on_losing_windows,exact_best_pair_accuracy,top_two_pair_coverage,top_three_pair_coverage,cross_entropy,soft_target_kl_divergence,checkpoint_state_hash,checkpoint_file_hash
7,1,11,0.35075366497039795,0.3129112124443054,0.03369471803307533,0.001971989870071411,50.57096481323242,0.02971409447491169,0.026411043480038643,15.660685300827026,24.143555760383606,34.91027653217316,2.3565192222595215,1.1570007801055908,9f5363d753dbb0f4459a82b80f180b0dd523eb097c512bd0e28df651c5e316c1,41e9b9dea4eaa4caf422665d56b60bd72b4436b0664e47e1e6f8a40b60495a34
11,10,20,0.34930676221847534,0.3052770495414734,0.032247819006443024,0.0034188926219940186,50.407832860946655,0.034333694726228714,0.028004402294754982,18.923327326774597,25.122350454330444,31.810766458511353,2.5188708305358887,1.2985228300094604,f6e24283437bf01048f517ea2898ecc6e348619625abf8a14215219292d73668,d4a6ea69d49634a18780d666b988327043f0f2f38c4ff75242efc8076a7bfb59
13,4,14,0.35163089632987976,0.31232306361198425,0.03457196429371834,0.0010947585105895996,49.75530207157135,0.030530400574207306,0.028054218739271164,17.128874361515045,24.46982115507126,38.172921538352966,2.4599409103393555,1.2482707500457764,c6253a894a0487636226ba66436d58075a96c5ee2a7a6ca80d9c55045e55949c,fb1720b4680ad443e0a7145447b8bd751aee81c7e2e012dcf82a4279a3f77c3c
17,13,23,0.35053908824920654,0.3130694031715393,0.03348013386130333,0.0021865665912628174,49.42903816699982,0.03255468234419823,0.027495836839079857,17.618270218372345,23.164764046669006,30.50571084022522,2.5347721576690674,1.2938916683197021,cbb2aaa935d0ea0f2c22a41ea2d2675d44814d4df05b83b8bbed6c0bd12cd4b7,1a768f849adab9e22da9478701ea616aa109e334c4f1aa3b295a78a409ba7da3
19,14,24,0.35362887382507324,0.3144288659095764,0.03656993433833122,-0.0009032189846038818,45.67699730396271,0.030548781156539917,0.02734936960041523,13.050571084022522,19.902120530605316,27.406197786331177,2.632662057876587,1.3560601472854614,5a6c7916f5dc1418b4b821ca3b0062e06ae152bdecc2bffc108168c1595730ef,98d32148462fed6df95a6e8907840f8f2d49bfde1ff409304c2fdc12c4ec319b
