epoch,train_loss,router_val_selected_pair_mae,router_val_selected_pair_mse,router_val_exact_best_pair_accuracy
1,1.183074617292959,0.35075366497039795,0.3129112124443054,15.660685300827026
2,1.09325532964306,0.3520859479904175,0.3171754479408264,16.313213109970093
3,1.0625198783958127,0.35582903027534485,0.3225173354148865,14.845024049282074
4,1.038940327317321,0.35653817653656006,0.32260334491729736,13.703098893165588
5,1.024022193229088,0.3553062677383423,0.32266363501548767,15.171289443969727
6,1.009728680020475,0.35708218812942505,0.3233768939971924,14.192496240139008
7,0.9972651460608563,0.35811877250671387,0.325806587934494,13.050571084022522
8,0.9864382546992053,0.35869845747947693,0.32561200857162476,12.23491057753563
9,0.9759859716491588,0.35937926173210144,0.32246360182762146,9.135399758815765
10,0.9754579040519912,0.35892659425735474,0.32170459628105164,10.114192217588425
11,0.9677189014275017,0.3559275269508362,0.3161099851131439,13.376834988594055
