split,label_type,mean_margin,median_margin,p25_margin,p75_margin,near_tie_within_0.001,near_tie_within_0.005,near_tie_within_0.01,near_tie_within_0.025,near_tie_within_0.05
router_train,expert,0.0185712780803442,0.014374583959579468,0.006581306457519531,0.026596486568450928,3.7018995732069016,19.92206573486328,37.067705392837524,72.23575115203857,94.9342429637909
router_train,pair,0.008605074137449265,0.006124556064605713,0.0026850998401641846,0.011989042162895203,9.644422680139542,42.23088026046753,68.14417839050293,95.03166079521179,99.75645542144775
router_val,expert,0.021095167845487595,0.016613394021987915,0.007967859506607056,0.02898275852203369,4.078303277492523,16.47634655237198,31.158238649368286,66.72104597091675,93.31158399581909
router_val,pair,0.009227356873452663,0.006646633148193359,0.002897709608078003,0.012955814599990845,10.114192217588425,39.4779771566391,67.53670573234558,93.80097985267639,99.83686804771423
