epoch,train_loss,router_val_selected_pair_mae,router_val_selected_pair_mse,router_val_exact_best_pair_accuracy
1,0.8802630582554888,0.27791574597358704,0.16896329820156097,26.26427412033081
2,0.7675219627339492,0.28675970435142517,0.17684003710746765,18.27079951763153
3,0.7473930241245208,0.27765217423439026,0.1678023487329483,21.696573495864868
4,0.7346774535357982,0.2752290368080139,0.1653451770544052,30.01631200313568
5,0.708715822251901,0.28675970435142517,0.17684003710746765,18.27079951763153
6,0.7062071226192461,0.28675970435142517,0.17684003710746765,18.27079951763153
7,0.6979327562142161,0.28675970435142517,0.17684003710746765,18.27079951763153
8,0.6905722651781249,0.28675970435142517,0.17684003710746765,18.27079951763153
9,0.6848125216209534,0.28675970435142517,0.17684003710746765,18.27079951763153
10,0.6809778408312066,0.28675970435142517,0.17684003710746765,18.27079951763153
11,0.6776592403984163,0.28675970435142517,0.17684003710746765,18.27079951763153
12,0.6691830227622392,0.28675970435142517,0.17684003710746765,18.27079951763153
13,0.6683651310202556,0.28675970435142517,0.17684003710746765,18.27079951763153
14,0.667922813225768,0.28696104884147644,0.17706690728664398,17.944535613059998
