threshold,selected_pair_mae,selected_pair_mse,improvement_over_fixed_pair,switch_rate,selected_switch_win_rate,predicted_actual_improvement_correlation,beneficial_switch_auc
-inf,0.3645944893360138,0.32441598176956177,-0.012827932834625244,96.24795913696289,34.406778216362,0.09412109106779099,0.5290538562391008
-0.05,0.3645944893360138,0.32441598176956177,-0.012827932834625244,96.24795913696289,34.406778216362,0.09412109106779099,0.5290538562391008
-0.025,0.3645944893360138,0.32441598176956177,-0.012827932834625244,96.24795913696289,34.406778216362,0.09412109106779099,0.5290538562391008
-0.01,0.3645944893360138,0.32441598176956177,-0.012827932834625244,96.24795913696289,34.406778216362,0.09412109106779099,0.5290538562391008
-0.005,0.3645944893360138,0.32441598176956177,-0.012827932834625244,96.24795913696289,34.406778216362,0.09412109106779099,0.5290538562391008
-0.001,0.3645944893360138,0.32441598176956177,-0.012827932834625244,96.24795913696289,34.406778216362,0.09412109106779099,0.5290538562391008
0.0,0.3645944893360138,0.32441598176956177,-0.012827932834625244,96.24795913696289,34.406778216362,0.09412109106779099,0.5290538562391008
0.001,0.3645944893360138,0.32441598176956177,-0.012827932834625244,96.24795913696289,34.406778216362,0.09412109106779099,0.5290538562391008
0.005,0.3645944893360138,0.32441598176956177,-0.012827932834625244,96.24795913696289,34.406778216362,0.09412109106779099,0.5290538562391008
0.01,0.3645944893360138,0.32441598176956177,-0.012827932834625244,96.24795913696289,34.406778216362,0.09412109106779099,0.5290538562391008
0.025,0.3645944893360138,0.32441598176956177,-0.012827932834625244,96.24795913696289,34.406778216362,0.09412109106779099,0.5290538562391008
0.05,0.3645944893360138,0.32441598176956177,-0.012827932834625244,96.24795913696289,34.406778216362,0.09412109106779099,0.5290538562391008
0.08482185751199722,0.364666610956192,0.32460370659828186,-0.012900054454803467,96.08482718467712,34.2954158782959,0.09412109106779099,0.5290538562391008
0.09064396470785141,0.36469247937202454,0.32451263070106506,-0.012925922870635986,93.63784790039062,33.62369239330292,0.09412109106779099,0.5290538562391008
0.1060726061463356,0.3647345006465912,0.3247861862182617,-0.012967944145202637,91.19086265563965,33.09481143951416,0.09412109106779099,0.5290538562391008
0.11519349068403244,0.3644106984138489,0.3246880769729614,-0.012644141912460327,88.74388337135315,33.45588147640228,0.09412109106779099,0.5290538562391008
0.14092200696468354,0.3636118471622467,0.32405009865760803,-0.011845290660858154,86.1337661743164,33.52272808551788,0.09412109106779099,0.5290538562391008
0.14934559166431427,0.36188581585884094,0.3214690089225769,-0.010119259357452393,83.68678689002991,34.307992458343506,0.09412109106779099,0.5290538562391008
0.16607266068458557,0.3615390658378601,0.3215951919555664,-0.009772509336471558,81.23980164527893,34.337350726127625,0.09412109106779099,0.5290538562391008
0.18050131350755694,0.36279091238975525,0.32364410161972046,-0.0110243558883667,78.62969040870667,32.987552881240845,0.09412109106779099,0.5290538562391008
0.2111566573381424,0.36276841163635254,0.3231154978275299,-0.01100185513496399,76.18270516395569,33.19057822227478,0.09412109106779099,0.5290538562391008
0.22472849488258365,0.3618413805961609,0.32177814841270447,-0.010074824094772339,74.38825368881226,33.771929144859314,0.09412109106779099,0.5290538562391008
