ci95_high,ci95_low,ci_excludes_zero,clip_frequency,comparison_anchor,dataset,diff_vs_anchor,diff_vs_existing_corrector_mae,diff_vs_fixed_core_mae,diff_vs_full_adaptive_mae,diff_vs_validation,expert_set,label,mae,mean_abs_applied_delta_norm,mean_abs_delta_norm,method,mse,num_residual_stat_updates,result_group,router_train_mae,router_train_mse,router_train_selection_rule,seed_mae_mean,seed_mae_std,seeds,selected_config,selection_protocol,source,source_file,split,status,test_mae,test_mse,validation_mae,validation_mse,variant
,,,,,ETTh2,,,,,,DLinear+PatchTST+ModernTCN,,,,,Expanded ModernTCN only,,,frozen_model_test_results,,,,,,,,"Not a distinct ETTh2 model: ModernTCN is already in the selected core, so the duplicate specialist is disabled.",experiments/frozen_model_test_results/matched_etth1_etth2_results.csv,,,pre_test_frozen,0.29780814051628113,0.21861225366592407,0.27683213353157043,,
,,,,,ETTh2,,,,,,DLinear+PatchTST+ModernTCN,,,,,Horizon-variable hybrid,,,frozen_model_test_results,,,,,,,,ETTh2 horizon-variable hybrid analogue; same prediction as full model because duplicate specialists are disabled.,experiments/frozen_model_test_results/matched_etth1_etth2_results.csv,,,pre_test_frozen,0.29780814051628113,0.21861225366592407,0.27683213353157043,,
,,,,,ETTh2,,,,,,DLinear+PatchTST+ModernTCN,,,,,Chronological EMA hybrid,,,frozen_model_test_results,,,,,,,,ETTh2 chronological EMA analogue over train-selected core.,experiments/frozen_model_test_results/matched_etth1_etth2_results.csv,,,pre_test_frozen,0.30168887972831726,0.22237081825733185,0.27880561351776123,,
,,,,,ETTh2,,,,,,DLinear+PatchTST+ModernTCN,,,,,Fixed-three core,,,frozen_model_test_results,,,,,,,,ETTh2 router-train selected fixed-three equal core.,experiments/frozen_model_test_results/matched_etth1_etth2_results.csv,,,pre_test_frozen,0.30464205145835876,0.22518514096736908,0.2808783948421478,,
,,,,,ETTh2,,,,,,DLinear,,,,,Best single,,,frozen_model_test_results,,,,,,,,ETTh2 best single expert.,experiments/frozen_model_test_results/matched_etth1_etth2_results.csv,,,pre_test_frozen,0.30170753598213196,0.22269397974014282,0.28095653653144836,,
,,,,ETTh2 full adaptive test,ETTh2,-0.0004946887493133545,,,,0.021275192499160767,DLinear+PatchTST+ModernTCN,,,,,Ridge residual corrector,,,locked_etth1_config_etth2_replication,,,,,,1,,ETTh1 locked configuration ported to ETTh2; fitted on ETTh2 router_train only; test evaluated once after manifest,,experiments/locked_etth1_config_etth2_replication/test_results.csv,test,locked_etth1_config_etth2_replication,0.2973134517669678,0.2181873470544815,0.276038259267807,0.1665598452091217,
,,,,ETTh2 full adaptive test,ETTh2,-0.0005538463592529297,,,,0.02112555503845215,DLinear+PatchTST+ModernTCN,,,,,MLP residual corrector,,,locked_etth1_config_etth2_replication,,,,0.29726262092590333,4.092391103468772e-05,5,,ETTh1 locked configuration ported to ETTh2; fitted on ETTh2 router_train only; test evaluated once after manifest,,experiments/locked_etth1_config_etth2_replication/test_results.csv,test,locked_etth1_config_etth2_replication,0.2972542941570282,0.21830327808856964,0.27612873911857605,0.1666449010372162,
,,,,ETTh2 full adaptive test,ETTh2,0.0033771395683288574,,,,0.02478167414665222,DLinear+PatchTST+ModernTCN,,,,,Oracle prototype residual,,,locked_etth1_config_etth2_replication,,,,0.301363068819046,0.0008212938669211552,5,,ETTh1 locked configuration ported to ETTh2; fitted on ETTh2 router_train only; test evaluated once after manifest,,experiments/locked_etth1_config_etth2_replication/test_results.csv,test,locked_etth1_config_etth2_replication,0.30118528008461,0.22271926701068878,0.27640360593795776,0.16729576885700226,
,,,,ETTh2 full adaptive test,ETTh2,-0.00041028857231140137,,,,0.02201858162879944,DLinear+PatchTST+ModernTCN,,,,,"Dynamic fixed-three, seed 7",,,locked_etth1_config_etth2_replication,,,,,,1,,ETTh1 locked configuration ported to ETTh2; fitted on ETTh2 router_train only; test evaluated once after manifest,,experiments/locked_etth1_config_etth2_replication/test_results.csv,test,locked_etth1_config_etth2_replication,0.2973978519439697,0.21829427778720856,0.2753792703151703,0.1660275161266327,
,,,,ETTh2 full adaptive test,ETTh2,-0.0010211467742919922,,,,0.021750926971435547,DLinear+PatchTST+ModernTCN,,,,,Ridge residual corrector,,,etth2_validation_tuned,,,,,,1,,"ETTh2 validation-tuned; router_train training, router_val config/checkpoint selection, test once after tuned freeze",,experiments/etth2_validation_tuned_missing_methods/test_results.csv,test,etth2_validation_tuned,0.29678699374198914,0.21771253645420074,0.2750360667705536,0.1656191200017929,
,,,,ETTh2 full adaptive test,ETTh2,-0.0007668435573577881,,,,0.021398097276687622,DLinear+PatchTST+ModernTCN,,,,,MLP residual corrector,,,etth2_validation_tuned,,,,,,5,,"ETTh2 validation-tuned; router_train training, router_val config/checkpoint selection, test once after tuned freeze",,experiments/etth2_validation_tuned_missing_methods/test_results.csv,test,etth2_validation_tuned,0.29704129695892334,0.21814896166324615,0.2756431996822357,0.16614720225334167,
,,,,ETTh2 full adaptive test,ETTh2,0.0006673336029052734,,,,0.023646950721740723,DLinear+PatchTST+ModernTCN,,,,,Oracle prototype residual,,,etth2_validation_tuned,,,,,,5,,"ETTh2 validation-tuned; router_train training, router_val config/checkpoint selection, test once after tuned freeze",,experiments/etth2_validation_tuned_missing_methods/test_results.csv,test,etth2_validation_tuned,0.2984754741191864,0.21989353001117706,0.2748285233974457,0.16553811728954315,
,,,,ETTh2 full adaptive test,ETTh2,0.00027111172676086426,,,,0.023333221673965454,DLinear+PatchTST+ModernTCN,,,,,"Dynamic fixed-three, seed 7",,,etth2_validation_tuned,,,,,,1,,"ETTh2 validation-tuned; router_train training, router_val config/checkpoint selection, test once after tuned freeze",,experiments/etth2_validation_tuned_missing_methods/test_results.csv,test,etth2_validation_tuned,0.298079252243042,0.2195206582546234,0.27474603056907654,0.16534987092018127,
,,,,ETTh2 full adaptive test,ETTh2,-0.0006881058216094971,,,,0.022364795207977295,DLinear+PatchTST+iTransformer+TimesNet+ModernTCN,,,,,nonnegative_simplex_linear_average,,,etth2_pair_potential_test_evaluation,,,,,,,,router-train fitted pair-potential linear ensemble; validation reported before this after-final-test audit; no test-data feedback,pair_potential_after_final_test_audit,C:\Users\luwil\OneDrive\Documents\Code\BasicTS\experiments\etth2_pair_potential_test_evaluation\test_results.csv,test,after_final_test_audit,0.29712003469467163,0.2185872495174408,0.27475523948669434,0.16547942161560059,
,,,,ETTh2 full adaptive test,ETTh2,0.0005741715431213379,,,,0.021680623292922974,DLinear+PatchTST+iTransformer+TimesNet+ModernTCN,,,,,ridge_linear_stacker,,,etth2_pair_potential_test_evaluation,,,,,,,,router-train fitted pair-potential linear ensemble; validation reported before this after-final-test audit; no test-data feedback,pair_potential_after_final_test_audit,C:\Users\luwil\OneDrive\Documents\Code\BasicTS\experiments\etth2_pair_potential_test_evaluation\test_results.csv,test,after_final_test_audit,0.29838231205940247,0.2182009071111679,0.2767016887664795,0.1653389185667038,
,,,,ETTh1 full adaptive test,ETTh1,0.0005302250385284535,,,,-0.039557963609695435,DLinear+PatchTST+iTransformer+TimesNet+ModernTCN,,,,,nonnegative_simplex_linear_average,,,etth1_simplex_linear_test_evaluation,,,,,,,,router-train fitted nonnegative simplex all-five linear ensemble; no test-data feedback,etth1_simplex_after_final_test_audit,C:\Users\luwil\OneDrive\Documents\Code\BasicTS\experiments\etth1_simplex_linear_test_evaluation\test_results.csv,test,after_final_test_audit,0.32692551612854004,0.2677127718925476,0.3664834797382355,0.30848410725593567,
,,,,existing corresponding residual corrector,ETTh1,0.001574099063873291,,,,,PatchTST+iTransformer+TimesNet,,,,,Pooled-selection Ridge residual corrector,,,pooled_router_train_residual_correctors,,,,,,,,"pooled router_train MAE, pooled MSE tie-breaker; no folds",C:\Users\luwil\OneDrive\Documents\Code\BasicTS\experiments\pooled_router_train_residual_correctors\pooled_router_train_residual_results.csv,C:\Users\luwil\OneDrive\Documents\Code\BasicTS\experiments\pooled_router_train_residual_correctors\pooled_router_train_residual_results.csv,,after_final_test_audit,0.32802218198776245,0.26792997121810913,0.3630884289741516,0.30548450350761414,
,,,,existing corresponding residual corrector,ETTh1,-8.26418399810791e-05,,,,,PatchTST+iTransformer+TimesNet,,,,,Pooled-selection MLP residual corrector,,,pooled_router_train_residual_correctors,,,,,,,,"pooled router_train MAE, pooled MSE tie-breaker; no folds",C:\Users\luwil\OneDrive\Documents\Code\BasicTS\experiments\pooled_router_train_residual_correctors\pooled_router_train_residual_results.csv,C:\Users\luwil\OneDrive\Documents\Code\BasicTS\experiments\pooled_router_train_residual_correctors\pooled_router_train_residual_results.csv,,after_final_test_audit,0.32596418261528015,0.2665867209434509,0.3641106188297272,0.30735886096954346,
,,,,existing corresponding residual corrector,ETTh2,0.0,,,,,DLinear+PatchTST+ModernTCN,,,,,Pooled-selection Ridge residual corrector,,,pooled_router_train_residual_correctors,,,,,,,,"pooled router_train MAE, pooled MSE tie-breaker; no folds",C:\Users\luwil\OneDrive\Documents\Code\BasicTS\experiments\pooled_router_train_residual_correctors\pooled_router_train_residual_results.csv,C:\Users\luwil\OneDrive\Documents\Code\BasicTS\experiments\pooled_router_train_residual_correctors\pooled_router_train_residual_results.csv,,after_final_test_audit,0.29678699374198914,0.21771253645420074,0.2750360667705536,0.1656191200017929,
,,,,existing corresponding residual corrector,ETTh2,0.0003857612609863281,,,,,DLinear+PatchTST+ModernTCN,,,,,Pooled-selection MLP residual corrector,,,pooled_router_train_residual_correctors,,,,,,,,"pooled router_train MAE, pooled MSE tie-breaker; no folds",C:\Users\luwil\OneDrive\Documents\Code\BasicTS\experiments\pooled_router_train_residual_correctors\pooled_router_train_residual_results.csv,C:\Users\luwil\OneDrive\Documents\Code\BasicTS\experiments\pooled_router_train_residual_correctors\pooled_router_train_residual_results.csv,,after_final_test_audit,0.29742705821990967,0.2184053361415863,0.2759745419025421,0.16664865612983704,
,,,,old preregistered full adaptive test,ETTh1,0.000012648105621348993,,-0.0007201731204986572,0.000012648105621348993,-0.03669238090515137,PatchTST+iTransformer+TimesNet+DLinear+ModernTCN,main_active_equal_static,,,,Main active ETTh1 full adaptive COSTAR,,2761,equal_static_costar_test_audit,,,router_train selected core,0.32640793919563293,0.0,"7,11,13,17,19",equal_static_all_triples+hybrid_chrono_hvema_lowrank1_decay0.95_temp0.1_alpha0.75+both_variable_decay0.95_cap0.1_marginbp200_warm96,active main equal-static full adaptive path; after-final-test audit; no test-data feedback; old preregistered row retained as historical reference,experiments/equal_static_costar_test_audit/EQUAL_STATIC_ETTH1_TEST_AUDIT.json,experiments/equal_static_costar_test_audit/EQUAL_STATIC_ETTH1_TEST_AUDIT.json,test,after_final_test_audit_main_active,0.32640793919563293,0.26737847924232483,0.3631003201007843,0.30602556467056274,equal_static_main_active
