epoch,train_loss,router_val_selected_pair_mae,router_val_selected_pair_mse,router_val_exact_best_pair_accuracy
1,0.8952551518366851,0.27765217423439026,0.1678023487329483,21.696573495864868
2,0.7630198692555434,0.2752290368080139,0.1653451770544052,30.01631200313568
3,0.744487808729693,0.2752290368080139,0.1653451770544052,30.01631200313568
4,0.7286235641051199,0.2752290368080139,0.1653451770544052,30.01631200313568
5,0.7148904307725891,0.27803662419319153,0.16865283250808716,27.895596623420715
6,0.705072436429092,0.28675970435142517,0.17684003710746765,18.27079951763153
7,0.6961248958046937,0.28096508979797363,0.17081880569458008,25.938010215759277
8,0.6911139069855416,0.28675970435142517,0.17684003710746765,18.27079951763153
9,0.685079362934761,0.28675970435142517,0.17684003710746765,18.27079951763153
10,0.6785055573719394,0.28675970435142517,0.17684003710746765,18.27079951763153
11,0.676379479261009,0.28675970435142517,0.17684003710746765,18.27079951763153
12,0.6750482929896797,0.28675970435142517,0.17684003710746765,18.27079951763153
