epoch,train_loss,router_val_selected_pair_mae,router_val_selected_pair_mse,router_val_exact_best_pair_accuracy
1,1.19149321448321,0.35367825627326965,0.31805047392845154,16.47634655237198
2,1.10084739029843,0.35321491956710815,0.31749165058135986,16.47634655237198
3,1.0743796985670815,0.35259243845939636,0.3158344626426697,15.49755334854126
4,1.0578835085433573,0.3534482717514038,0.31992265582084656,15.49755334854126
5,1.0397491075907808,0.3534482717514038,0.31992265582084656,15.49755334854126
6,1.0235882217687802,0.3534482717514038,0.31992265582084656,15.49755334854126
7,1.006717618680035,0.3534482717514038,0.31992265582084656,15.49755334854126
8,0.9974164694504104,0.3534482717514038,0.31992265582084656,15.49755334854126
9,0.9853854411645918,0.3534482717514038,0.31992265582084656,15.49755334854126
10,0.9763262498918767,0.34930676221847534,0.3052770495414734,18.923327326774597
11,0.9705683089614902,0.3499682545661926,0.30801352858543396,19.73898857831955
12,0.9626430696356431,0.3501375615596771,0.3086310923099518,19.412724673748016
13,0.9521611768968269,0.3507552146911621,0.31185004115104675,17.78140366077423
14,0.9501879857449316,0.35240107774734497,0.315043568611145,15.334421396255493
15,0.9438803508347903,0.35519975423812866,0.32231155037879944,14.51876014471054
16,0.9397724564343735,0.3557495176792145,0.32287609577178955,14.681892096996307
17,0.9322890295845325,0.3543072044849396,0.31516414880752563,15.98694920539856
18,0.9270913443853376,0.3545455038547516,0.32149726152420044,15.98694920539856
19,0.9130397908465779,0.35699954628944397,0.32382526993751526,14.681892096996307
20,0.9075044928326353,0.3566766381263733,0.3246642053127289,14.355628192424774
