metric,mean,std,min,max
selected_pair_mae,0.276946622133255,0.0034351706504821776,0.2752290368080139,0.28381696343421936
selected_pair_mse,0.1670023739337921,0.003314393758773804,0.1653451770544052,0.17363116145133972
regret_to_oracle_pair,0.014976223930716515,0.003435179591178894,0.013258634135127068,0.021846583113074303
improvement_over_fixed_pair,-0.0017175853252410888,0.0034351706504821776,-0.008587926626205444,0.0
exact_best_pair_accuracy,28.35236430168152,3.327895402908325,21.696573495864868,30.01631200313568
top_two_pair_coverage,49.46166396141052,1.6129478698529127,48.123979568481445,52.365416288375854
top_three_pair_coverage,68.51549625396729,2.93637752532959,62.642741203308105,69.98368501663208
