row,absolute_window_start,agreement_fraction,all_five_agree,at_least_four_agree,selected_pair_unique_count,max_probability_variance,selected_pair_error_variance,modal_pair
142,10942,0.8,False,True,2,0.00021158218817397766,2.2661536149826138e-08,DLinear+ModernTCN
143,10943,0.8,False,True,2,0.00020949120058611826,3.897932134155014e-05,DLinear+ModernTCN
144,10944,0.8,False,True,2,0.0002066729649392229,7.97206158168251e-06,DLinear+ModernTCN
145,10945,0.8,False,True,2,0.00020439732056537707,3.9092158938416333e-05,DLinear+ModernTCN
146,10946,0.8,False,True,2,0.00020469090981004357,2.7841150186169727e-05,DLinear+ModernTCN
147,10947,0.8,False,True,2,0.00020622703821580047,7.136697105934785e-05,DLinear+ModernTCN
148,10948,0.8,False,True,2,0.00020588023622995164,4.897854658395317e-05,DLinear+ModernTCN
149,10949,0.8,False,True,2,0.0002086482385339572,1.0631788144088716e-05,DLinear+ModernTCN
150,10950,0.8,False,True,2,0.00021030119468484548,8.278335326966867e-05,DLinear+ModernTCN
151,10951,0.8,False,True,2,0.00020755180552281871,4.2605083495459444e-05,DLinear+ModernTCN
152,10952,0.8,False,True,2,0.00020573365756227703,1.728645394351247e-05,DLinear+ModernTCN
153,10953,0.8,False,True,2,0.00020668179059729397,2.148411118696458e-07,DLinear+ModernTCN
154,10954,0.8,False,True,2,0.0002065655628212681,2.097877546702875e-07,DLinear+ModernTCN
155,10955,0.8,False,True,2,0.00020488405106609876,1.3312564547618422e-07,DLinear+ModernTCN
156,10956,0.8,False,True,2,0.00020553380110838407,0.0001042017782721416,DLinear+ModernTCN
157,10957,0.8,False,True,2,0.0002042687041150515,1.7934159900647724e-05,DLinear+ModernTCN
158,10958,0.8,False,True,2,0.0002034421614903436,3.634378484150602e-05,DLinear+ModernTCN
159,10959,0.8,False,True,2,0.0002059329801615739,8.18886327635937e-08,DLinear+ModernTCN
160,10960,0.8,False,True,2,0.00020771817043479854,1.3717493075660059e-05,DLinear+ModernTCN
161,10961,0.8,False,True,2,0.0002067317718386441,1.025248121791833e-05,DLinear+ModernTCN
162,10962,0.8,False,True,2,0.0002079237344740825,0.00027450708781145755,DLinear+ModernTCN
163,10963,0.8,False,True,2,0.00020620192615519172,0.00018247921421391309,DLinear+ModernTCN
164,10964,0.8,False,True,2,0.00020320793763159984,0.00016677529484443454,DLinear+ModernTCN
165,10965,0.8,False,True,2,0.00020296446634370468,0.00023571223475645555,DLinear+ModernTCN
166,10966,0.8,False,True,2,0.00020318973794557492,0.00034692448943051345,DLinear+ModernTCN
167,10967,0.8,False,True,2,0.0002024866403215064,0.00028701905748906853,DLinear+ModernTCN
168,10968,0.8,False,True,2,0.00019947772462080237,0.0002470881634440403,DLinear+ModernTCN
169,10969,0.8,False,True,2,0.0001974178730256426,0.0001759269079702008,DLinear+ModernTCN
170,10970,0.8,False,True,2,0.0001977353850367436,4.793150555215675e-05,DLinear+ModernTCN
171,10971,0.8,False,True,2,0.00019725406056364747,1.892961033846063e-05,DLinear+ModernTCN
172,10972,0.8,False,True,2,0.00019566252610777826,5.722433735542154e-06,DLinear+ModernTCN
173,10973,0.8,False,True,2,0.00019677734639364175,1.3179527242357381e-06,DLinear+ModernTCN
174,10974,0.8,False,True,2,0.0001946580800913722,0.0001743384383532032,DLinear+ModernTCN
175,10975,0.8,False,True,2,0.00019185435886592828,1.1200995828772875e-05,DLinear+ModernTCN
176,10976,0.8,False,True,2,0.00018929578863916772,1.7976389049323416e-05,DLinear+ModernTCN
177,10977,0.8,False,True,2,0.00018714727116314833,2.7479709899580484e-05,DLinear+ModernTCN
178,10978,0.8,False,True,2,0.0001856023676336882,1.6495655018502475e-05,DLinear+ModernTCN
179,10979,0.8,False,True,2,0.00018820457262268774,1.6532956915540354e-05,DLinear+ModernTCN
180,10980,0.8,False,True,2,0.00018714700714864916,5.2796145059019755e-06,DLinear+ModernTCN
181,10981,0.8,False,True,2,0.0001867027483259598,7.3742866112525e-06,DLinear+ModernTCN
182,10982,0.8,False,True,2,0.00018847634467222818,4.5368695914795865e-05,DLinear+ModernTCN
183,10983,0.8,False,True,2,0.00019138052271982175,4.737784064460015e-05,DLinear+ModernTCN
184,10984,0.8,False,True,2,0.00019258995803021149,2.8471735397630472e-05,DLinear+ModernTCN
185,10985,0.8,False,True,2,0.00019581316671732907,2.941931072516724e-05,DLinear+ModernTCN
186,10986,0.8,False,True,2,0.0001991638471399959,7.479866312124272e-05,DLinear+ModernTCN
187,10987,0.8,False,True,2,0.0002032461150310105,9.730654080644996e-05,DLinear+ModernTCN
188,10988,0.8,False,True,2,0.00020460554180997903,1.1447952653043103e-06,DLinear+ModernTCN
189,10989,0.8,False,True,2,0.00020725271752271014,9.943852781280071e-05,DLinear+ModernTCN
190,10990,0.8,False,True,2,0.00021038168630891363,0.00010103566388043107,DLinear+ModernTCN
191,10991,0.8,False,True,2,0.00021281986379314335,0.00038178737365853973,DLinear+ModernTCN
192,10992,0.8,False,True,2,0.00021814698710787895,0.0002169274378127639,DLinear+ModernTCN
193,10993,0.8,False,True,2,0.00022411120310804832,0.0003463642914960374,DLinear+ModernTCN
194,10994,0.8,False,True,2,0.00022969065003914936,0.00017135784133870402,DLinear+ModernTCN
195,10995,0.8,False,True,2,0.00023501197337752797,1.570678300030437e-05,DLinear+ModernTCN
