ablation_family,config,dataset,fold_mae,fold_mse,fold_rows,method
global_vs_horizon_variable,"{'method': 'Granger-Ramanathan', 'structure': 'horizon_variable', 'alpha': 0.0, 'variant': 'canonical_ols'}",ETTh2,0.295345276594162,0.2015121579170227,"[{'fold': 0, 'train_lo': 0, 'train_hi': 411, 'eval_lo': 411, 'eval_hi': 821, 'mae': 0.26340892910957336, 'mse': 0.14890585839748383}, {'fold': 1, 'train_lo': 0, 'train_hi': 821, 'eval_lo': 821, 'eval_hi': 1232, 'mae': 0.32791829109191895, 'mse': 0.2582060992717743}, {'fold': 2, 'train_lo': 0, 'train_hi': 1232, 'eval_lo': 1232, 'eval_hi': 1642, 'mae': 0.2923416197299957, 'mse': 0.18048040568828583}, {'fold': 3, 'train_lo': 0, 'train_hi': 1642, 'eval_lo': 1642, 'eval_hi': 2053, 'mae': 0.29762718081474304, 'mse': 0.21827706694602966}]",Granger-Ramanathan
global_vs_horizon_variable,"{'method': 'Granger-Ramanathan', 'structure': 'global', 'alpha': 0.0001, 'variant': 'ridge_extension'}",ETTh2,0.2830832600593567,0.1825622171163559,"[{'fold': 0, 'train_lo': 0, 'train_hi': 411, 'eval_lo': 411, 'eval_hi': 821, 'mae': 0.2610968351364136, 'mse': 0.1478831022977829}, {'fold': 1, 'train_lo': 0, 'train_hi': 821, 'eval_lo': 821, 'eval_hi': 1232, 'mae': 0.3061692416667938, 'mse': 0.21105387806892395}, {'fold': 2, 'train_lo': 0, 'train_hi': 1232, 'eval_lo': 1232, 'eval_hi': 1642, 'mae': 0.29195553064346313, 'mse': 0.17667289078235626}, {'fold': 3, 'train_lo': 0, 'train_hi': 1642, 'eval_lo': 1642, 'eval_hi': 2053, 'mae': 0.2730794847011566, 'mse': 0.19454027712345123}]",Granger-Ramanathan
global_vs_horizon_variable,"{'method': 'Granger-Ramanathan', 'structure': 'horizon_variable', 'alpha': 0.0001, 'variant': 'ridge_extension'}",ETTh2,0.295344740152359,0.2015116959810257,"[{'fold': 0, 'train_lo': 0, 'train_hi': 411, 'eval_lo': 411, 'eval_hi': 821, 'mae': 0.2634076476097107, 'mse': 0.14890526235103607}, {'fold': 1, 'train_lo': 0, 'train_hi': 821, 'eval_lo': 821, 'eval_hi': 1232, 'mae': 0.3279176950454712, 'mse': 0.2582051157951355}, {'fold': 2, 'train_lo': 0, 'train_hi': 1232, 'eval_lo': 1232, 'eval_hi': 1642, 'mae': 0.29234156012535095, 'mse': 0.18048040568828583}, {'fold': 3, 'train_lo': 0, 'train_hi': 1642, 'eval_lo': 1642, 'eval_hi': 2053, 'mae': 0.2976270020008087, 'mse': 0.21827682852745056}]",Granger-Ramanathan
global_vs_horizon_variable,"{'method': 'Granger-Ramanathan', 'structure': 'global', 'alpha': 0.01, 'variant': 'ridge_extension'}",ETTh2,0.2830832302570343,0.1825621873140335,"[{'fold': 0, 'train_lo': 0, 'train_hi': 411, 'eval_lo': 411, 'eval_hi': 821, 'mae': 0.2610968351364136, 'mse': 0.1478830873966217}, {'fold': 1, 'train_lo': 0, 'train_hi': 821, 'eval_lo': 821, 'eval_hi': 1232, 'mae': 0.3061692416667938, 'mse': 0.21105381846427917}, {'fold': 2, 'train_lo': 0, 'train_hi': 1232, 'eval_lo': 1232, 'eval_hi': 1642, 'mae': 0.29195553064346313, 'mse': 0.17667292058467865}, {'fold': 3, 'train_lo': 0, 'train_hi': 1642, 'eval_lo': 1642, 'eval_hi': 2053, 'mae': 0.27307945489883423, 'mse': 0.19454024732112885}]",Granger-Ramanathan
global_vs_horizon_variable,"{'method': 'Granger-Ramanathan', 'structure': 'horizon_variable', 'alpha': 0.01, 'variant': 'ridge_extension'}",ETTh2,0.29529330134391785,0.20146873593330383,"[{'fold': 0, 'train_lo': 0, 'train_hi': 411, 'eval_lo': 411, 'eval_hi': 821, 'mae': 0.2632811665534973, 'mse': 0.14884912967681885}, {'fold': 1, 'train_lo': 0, 'train_hi': 821, 'eval_lo': 821, 'eval_hi': 1232, 'mae': 0.3278600573539734, 'mse': 0.25811058282852173}, {'fold': 2, 'train_lo': 0, 'train_hi': 1232, 'eval_lo': 1232, 'eval_hi': 1642, 'mae': 0.2923380136489868, 'mse': 0.18047946691513062}, {'fold': 3, 'train_lo': 0, 'train_hi': 1642, 'eval_lo': 1642, 'eval_hi': 2053, 'mae': 0.2976089417934418, 'mse': 0.21825672686100006}]",Granger-Ramanathan
global_vs_horizon_variable,"{'method': 'Granger-Ramanathan', 'structure': 'global', 'alpha': 1.0, 'variant': 'ridge_extension'}",ETTh2,0.2830834984779358,0.1825602650642395,"[{'fold': 0, 'train_lo': 0, 'train_hi': 411, 'eval_lo': 411, 'eval_hi': 821, 'mae': 0.2610982656478882, 'mse': 0.14787960052490234}, {'fold': 1, 'train_lo': 0, 'train_hi': 821, 'eval_lo': 821, 'eval_hi': 1232, 'mae': 0.3061685264110565, 'mse': 0.21104848384857178}, {'fold': 2, 'train_lo': 0, 'train_hi': 1232, 'eval_lo': 1232, 'eval_hi': 1642, 'mae': 0.29195699095726013, 'mse': 0.1766747683286667}, {'fold': 3, 'train_lo': 0, 'train_hi': 1642, 'eval_lo': 1642, 'eval_hi': 2053, 'mae': 0.27307817339897156, 'mse': 0.19453944265842438}]",Granger-Ramanathan
global_vs_horizon_variable,"{'method': 'Granger-Ramanathan', 'structure': 'horizon_variable', 'alpha': 1.0, 'variant': 'ridge_extension'}",ETTh2,0.2935033142566681,0.19907157123088837,"[{'fold': 0, 'train_lo': 0, 'train_hi': 411, 'eval_lo': 411, 'eval_hi': 821, 'mae': 0.2602633833885193, 'mse': 0.14697885513305664}, {'fold': 1, 'train_lo': 0, 'train_hi': 821, 'eval_lo': 821, 'eval_hi': 1232, 'mae': 0.32498642802238464, 'mse': 0.25192445516586304}, {'fold': 2, 'train_lo': 0, 'train_hi': 1232, 'eval_lo': 1232, 'eval_hi': 1642, 'mae': 0.2925090491771698, 'mse': 0.18063446879386902}, {'fold': 3, 'train_lo': 0, 'train_hi': 1642, 'eval_lo': 1642, 'eval_hi': 2053, 'mae': 0.296171098947525, 'mse': 0.2165769338607788}]",Granger-Ramanathan
sparse_topk_vs_dense_weighting,"{'tau': 0.1, 'top_r': 2, 'hidden': 64, 'dropout': 0.1, 'lr': 0.0003, 'weight_decay': 0.001, 'epochs': 80, 'seed': 7}",ETTh2,0.2848163843154907,0.18495644629001617,"[{'fold': 0, 'train_hi': 411, 'eval_lo': 411, 'eval_hi': 821, 'mae': 0.2623109817504883, 'mse': 0.14926782250404358}, {'fold': 1, 'train_hi': 821, 'eval_lo': 821, 'eval_hi': 1232, 'mae': 0.307922899723053, 'mse': 0.21541188657283783}, {'fold': 2, 'train_hi': 1232, 'eval_lo': 1232, 'eval_hi': 1642, 'mae': 0.292445570230484, 'mse': 0.17993447184562683}, {'fold': 3, 'train_hi': 1642, 'eval_lo': 1642, 'eval_hi': 2053, 'mae': 0.2765497863292694, 'mse': 0.19511263072490692}]",FAME adaptation
sparse_topk_vs_dense_weighting,"{'tau': 0.05, 'top_r': 2, 'hidden': 64, 'dropout': 0.1, 'lr': 0.0003, 'weight_decay': 0.001, 'epochs': 80, 'seed': 7}",ETTh2,0.2859947085380554,0.18644188344478607,"[{'fold': 0, 'train_hi': 411, 'eval_lo': 411, 'eval_hi': 821, 'mae': 0.2636178433895111, 'mse': 0.15049207210540771}, {'fold': 1, 'train_hi': 821, 'eval_lo': 821, 'eval_hi': 1232, 'mae': 0.3087073564529419, 'mse': 0.21624737977981567}, {'fold': 2, 'train_hi': 1232, 'eval_lo': 1232, 'eval_hi': 1642, 'mae': 0.29276737570762634, 'mse': 0.1803501397371292}, {'fold': 3, 'train_hi': 1642, 'eval_lo': 1642, 'eval_hi': 2053, 'mae': 0.2788483798503876, 'mse': 0.1985757201910019}]",FAME adaptation
sparse_topk_vs_dense_weighting,"{'tau': 0.2, 'top_r': 2, 'hidden': 64, 'dropout': 0.1, 'lr': 0.0003, 'weight_decay': 0.001, 'epochs': 80, 'seed': 7}",ETTh2,0.28418928384780884,0.18386636674404144,"[{'fold': 0, 'train_hi': 411, 'eval_lo': 411, 'eval_hi': 821, 'mae': 0.2620862126350403, 'mse': 0.1487579494714737}, {'fold': 1, 'train_hi': 821, 'eval_lo': 821, 'eval_hi': 1232, 'mae': 0.3057289719581604, 'mse': 0.21094650030136108}, {'fold': 2, 'train_hi': 1232, 'eval_lo': 1232, 'eval_hi': 1642, 'mae': 0.2919681966304779, 'mse': 0.17915832996368408}, {'fold': 3, 'train_hi': 1642, 'eval_lo': 1642, 'eval_hi': 2053, 'mae': 0.27693894505500793, 'mse': 0.19650579988956451}]",FAME adaptation
sparse_topk_vs_dense_weighting,"{'tau': 0.1, 'top_r': 1, 'hidden': 64, 'dropout': 0.1, 'lr': 0.0003, 'weight_decay': 0.001, 'epochs': 80, 'seed': 7}",ETTh2,0.2921270728111267,0.19397282600402832,"[{'fold': 0, 'train_hi': 411, 'eval_lo': 411, 'eval_hi': 821, 'mae': 0.27034103870391846, 'mse': 0.16046211123466492}, {'fold': 1, 'train_hi': 821, 'eval_lo': 821, 'eval_hi': 1232, 'mae': 0.3148273527622223, 'mse': 0.2251221388578415}, {'fold': 2, 'train_hi': 1232, 'eval_lo': 1232, 'eval_hi': 1642, 'mae': 0.29564914107322693, 'mse': 0.18251368403434753}, {'fold': 3, 'train_hi': 1642, 'eval_lo': 1642, 'eval_hi': 2053, 'mae': 0.2876463532447815, 'mse': 0.20768404006958008}]",FAME adaptation
sparse_topk_vs_dense_weighting,"{'tau': 0.1, 'top_r': 3, 'hidden': 64, 'dropout': 0.1, 'lr': 0.0003, 'weight_decay': 0.001, 'epochs': 80, 'seed': 7}",ETTh2,0.28361427783966064,0.1835610568523407,"[{'fold': 0, 'train_hi': 411, 'eval_lo': 411, 'eval_hi': 821, 'mae': 0.26028040051460266, 'mse': 0.14693990349769592}, {'fold': 1, 'train_hi': 821, 'eval_lo': 821, 'eval_hi': 1232, 'mae': 0.306190550327301, 'mse': 0.21141041815280914}, {'fold': 2, 'train_hi': 1232, 'eval_lo': 1232, 'eval_hi': 1642, 'mae': 0.2927255630493164, 'mse': 0.17919529974460602}, {'fold': 3, 'train_hi': 1642, 'eval_lo': 1642, 'eval_hi': 2053, 'mae': 0.2752259373664856, 'mse': 0.19659890234470367}]",FAME adaptation
hard_vs_fallback_routing,"{'tau_m': 0.15, 'tau_d': 1.0, 'hidden': 64, 'lr': 0.0003, 'weight_decay': 0.001, 'epochs': 80, 'seed': 7}",ETTh2,0.2895616292953491,0.18777967989444733,"[{'fold': 0, 'train_hi': 411, 'eval_lo': 411, 'eval_hi': 821, 'mae': 0.26541900634765625, 'mse': 0.1537509560585022}, {'fold': 1, 'train_hi': 821, 'eval_lo': 821, 'eval_hi': 1232, 'mae': 0.3155350983142853, 'mse': 0.21666379272937775}, {'fold': 2, 'train_hi': 1232, 'eval_lo': 1232, 'eval_hi': 1642, 'mae': 0.300175279378891, 'mse': 0.18369311094284058}, {'fold': 3, 'train_hi': 1642, 'eval_lo': 1642, 'eval_hi': 2053, 'mae': 0.27708423137664795, 'mse': 0.19691814482212067}]",TimeRouter adaptation
hard_vs_fallback_routing,"{'tau_m': 0.1, 'tau_d': 1.0, 'hidden': 64, 'lr': 0.0003, 'weight_decay': 0.001, 'epochs': 80, 'seed': 7}",ETTh2,0.29003360867500305,0.18844574689865112,"[{'fold': 0, 'train_hi': 411, 'eval_lo': 411, 'eval_hi': 821, 'mae': 0.26579803228378296, 'mse': 0.15417739748954773}, {'fold': 1, 'train_hi': 821, 'eval_lo': 821, 'eval_hi': 1232, 'mae': 0.31620436906814575, 'mse': 0.2176891267299652}, {'fold': 2, 'train_hi': 1232, 'eval_lo': 1232, 'eval_hi': 1642, 'mae': 0.30080288648605347, 'mse': 0.1846659779548645}, {'fold': 3, 'train_hi': 1642, 'eval_lo': 1642, 'eval_hi': 2053, 'mae': 0.2772963345050812, 'mse': 0.19715788960456848}]",TimeRouter adaptation
hard_vs_fallback_routing,"{'tau_m': 0.2, 'tau_d': 1.0, 'hidden': 64, 'lr': 0.0003, 'weight_decay': 0.001, 'epochs': 80, 'seed': 7}",ETTh2,0.2891235053539276,0.1871764361858368,"[{'fold': 0, 'train_hi': 411, 'eval_lo': 411, 'eval_hi': 821, 'mae': 0.2654581367969513, 'mse': 0.15411143004894257}, {'fold': 1, 'train_hi': 821, 'eval_lo': 821, 'eval_hi': 1232, 'mae': 0.3142074644565582, 'mse': 0.2143709361553192}, {'fold': 2, 'train_hi': 1232, 'eval_lo': 1232, 'eval_hi': 1642, 'mae': 0.29982250928878784, 'mse': 0.1833043396472931}, {'fold': 3, 'train_hi': 1642, 'eval_lo': 1642, 'eval_hi': 2053, 'mae': 0.27697423100471497, 'mse': 0.196829155087471}]",TimeRouter adaptation
hard_vs_fallback_routing,"{'tau_m': 0.15, 'tau_d': 0.5, 'hidden': 64, 'lr': 0.0003, 'weight_decay': 0.001, 'epochs': 80, 'seed': 7}",ETTh2,0.28633877635002136,0.1847902536392212,"[{'fold': 0, 'train_hi': 411, 'eval_lo': 411, 'eval_hi': 821, 'mae': 0.2642834782600403, 'mse': 0.15292221307754517}, {'fold': 1, 'train_hi': 821, 'eval_lo': 821, 'eval_hi': 1232, 'mae': 0.30959415435791016, 'mse': 0.2077016532421112}, {'fold': 2, 'train_hi': 1232, 'eval_lo': 1232, 'eval_hi': 1642, 'mae': 0.2957282066345215, 'mse': 0.1795298159122467}, {'fold': 3, 'train_hi': 1642, 'eval_lo': 1642, 'eval_hi': 2053, 'mae': 0.2757185101509094, 'mse': 0.19891703128814697}]",TimeRouter adaptation
hard_vs_fallback_routing,"{'tau_m': 0.15, 'tau_d': 2.0, 'hidden': 64, 'lr': 0.0003, 'weight_decay': 0.001, 'epochs': 80, 'seed': 7}",ETTh2,0.29618269205093384,0.19656069576740265,"[{'fold': 0, 'train_hi': 411, 'eval_lo': 411, 'eval_hi': 821, 'mae': 0.2705904245376587, 'mse': 0.15949711203575134}, {'fold': 1, 'train_hi': 821, 'eval_lo': 821, 'eval_hi': 1232, 'mae': 0.32241877913475037, 'mse': 0.22852762043476105}, {'fold': 2, 'train_hi': 1232, 'eval_lo': 1232, 'eval_hi': 1642, 'mae': 0.3058950901031494, 'mse': 0.19109435379505157}, {'fold': 3, 'train_hi': 1642, 'eval_lo': 1642, 'eval_hi': 2053, 'mae': 0.2857878506183624, 'mse': 0.20702019333839417}]",TimeRouter adaptation
covariance_vs_diagonal_global_vs_hv,"{'structure': 'global', 'estimator': 'covariance', 'shrinkage': 0.0}",ETTh2,0.2822612226009369,0.18148276209831238,"[{'fold': 0, 'train_lo': 0, 'train_hi': 411, 'eval_lo': 411, 'eval_hi': 821, 'mae': 0.25998347997665405, 'mse': 0.1471434086561203}, {'fold': 1, 'train_lo': 0, 'train_hi': 821, 'eval_lo': 821, 'eval_hi': 1232, 'mae': 0.30535876750946045, 'mse': 0.21065828204154968}, {'fold': 2, 'train_lo': 0, 'train_hi': 1232, 'eval_lo': 1232, 'eval_hi': 1642, 'mae': 0.29208236932754517, 'mse': 0.17601805925369263}, {'fold': 3, 'train_lo': 0, 'train_hi': 1642, 'eval_lo': 1642, 'eval_hi': 2053, 'mae': 0.2715900242328644, 'mse': 0.1920143961906433}]",Bates-Granger
covariance_vs_diagonal_global_vs_hv,"{'structure': 'global', 'estimator': 'covariance', 'shrinkage': 0.25}",ETTh2,0.28353315591812134,0.18255750834941864,"[{'fold': 0, 'train_lo': 0, 'train_hi': 411, 'eval_lo': 411, 'eval_hi': 821, 'mae': 0.2599494755268097, 'mse': 0.1467484086751938}, {'fold': 1, 'train_lo': 0, 'train_hi': 821, 'eval_lo': 821, 'eval_hi': 1232, 'mae': 0.3054579496383667, 'mse': 0.2074989676475525}, {'fold': 2, 'train_lo': 0, 'train_hi': 1232, 'eval_lo': 1232, 'eval_hi': 1642, 'mae': 0.2946855425834656, 'mse': 0.17867666482925415}, {'fold': 3, 'train_lo': 0, 'train_hi': 1642, 'eval_lo': 1642, 'eval_hi': 2053, 'mae': 0.2740095555782318, 'mse': 0.197209432721138}]",Bates-Granger
covariance_vs_diagonal_global_vs_hv,"{'structure': 'global', 'estimator': 'covariance', 'shrinkage': 0.75}",ETTh2,0.2849782705307007,0.18351972103118896,"[{'fold': 0, 'train_lo': 0, 'train_hi': 411, 'eval_lo': 411, 'eval_hi': 821, 'mae': 0.2625884413719177, 'mse': 0.1504521667957306}, {'fold': 1, 'train_lo': 0, 'train_hi': 821, 'eval_lo': 821, 'eval_hi': 1232, 'mae': 0.30643802881240845, 'mse': 0.20558874309062958}, {'fold': 2, 'train_lo': 0, 'train_hi': 1232, 'eval_lo': 1232, 'eval_hi': 1642, 'mae': 0.2956025302410126, 'mse': 0.17945878207683563}, {'fold': 3, 'train_lo': 0, 'train_hi': 1642, 'eval_lo': 1642, 'eval_hi': 2053, 'mae': 0.2752555310726166, 'mse': 0.19848884642124176}]",Bates-Granger
covariance_vs_diagonal_global_vs_hv,"{'structure': 'global', 'estimator': 'diagonal_inverse_error', 'shrinkage': 1.0}",ETTh2,0.2857753038406372,0.18427979946136475,"[{'fold': 0, 'train_lo': 0, 'train_hi': 411, 'eval_lo': 411, 'eval_hi': 821, 'mae': 0.2642834782600403, 'mse': 0.15292222797870636}, {'fold': 1, 'train_lo': 0, 'train_hi': 821, 'eval_lo': 821, 'eval_hi': 1232, 'mae': 0.30737271904945374, 'mse': 0.20579172670841217}, {'fold': 2, 'train_lo': 0, 'train_hi': 1232, 'eval_lo': 1232, 'eval_hi': 1642, 'mae': 0.29572823643684387, 'mse': 0.1795298159122467}, {'fold': 3, 'train_lo': 0, 'train_hi': 1642, 'eval_lo': 1642, 'eval_hi': 2053, 'mae': 0.27568867802619934, 'mse': 0.1987876445055008}]",Bates-Granger
covariance_vs_diagonal_global_vs_hv,"{'structure': 'horizon_variable', 'estimator': 'diagonal_inverse_error', 'shrinkage': 1.0}",ETTh2,0.28465861082077026,0.18307402729988098,"[{'fold': 0, 'train_lo': 0, 'train_hi': 411, 'eval_lo': 411, 'eval_hi': 821, 'mae': 0.26271480321884155, 'mse': 0.1501389443874359}, {'fold': 1, 'train_lo': 0, 'train_hi': 821, 'eval_lo': 821, 'eval_hi': 1232, 'mae': 0.3067040741443634, 'mse': 0.20666496455669403}, {'fold': 2, 'train_lo': 0, 'train_hi': 1232, 'eval_lo': 1232, 'eval_hi': 1642, 'mae': 0.2958410978317261, 'mse': 0.17998847365379333}, {'fold': 3, 'train_lo': 0, 'train_hi': 1642, 'eval_lo': 1642, 'eval_hi': 2053, 'mae': 0.27334824204444885, 'mse': 0.19541598856449127}]",Bates-Granger
covariance_vs_diagonal_global_vs_hv,"{'structure': 'horizon_variable', 'estimator': 'covariance', 'shrinkage': 0.75}",ETTh2,0.2915309965610504,0.19200734794139862,"[{'fold': 0, 'train_lo': 0, 'train_hi': 411, 'eval_lo': 411, 'eval_hi': 821, 'mae': 0.28052014112472534, 'mse': 0.17730583250522614}, {'fold': 1, 'train_lo': 0, 'train_hi': 821, 'eval_lo': 821, 'eval_hi': 1232, 'mae': 0.31584444642066956, 'mse': 0.21514920890331268}, {'fold': 2, 'train_lo': 0, 'train_hi': 1232, 'eval_lo': 1232, 'eval_hi': 1642, 'mae': 0.29589471220970154, 'mse': 0.17976096272468567}, {'fold': 3, 'train_lo': 0, 'train_hi': 1642, 'eval_lo': 1642, 'eval_hi': 2053, 'mae': 0.2738485038280487, 'mse': 0.19574780762195587}]",Bates-Granger
static_vs_online,"{'eta': 0.01, 'decay': 0.97}",ETTh2,0.3519793748855591,0.2967900037765503,"[{'fold': 0, 'train_hi': 411, 'eval_lo': 411, 'eval_hi': 821, 'mae': 0.3760628402233124, 'mse': 0.35080915689468384, 'num_updates': 398, 'mean_weight_PatchTST': 0.5004300475120544, 'mean_weight_iTransformer': 0.4995698928833008}, {'fold': 1, 'train_hi': 821, 'eval_lo': 821, 'eval_hi': 1232, 'mae': 0.39315706491470337, 'mse': 0.3687955439090729, 'num_updates': 399, 'mean_weight_PatchTST': 0.5003409385681152, 'mean_weight_iTransformer': 0.49965900182724}, {'fold': 2, 'train_hi': 1232, 'eval_lo': 1232, 'eval_hi': 1642, 'mae': 0.3088599443435669, 'mse': 0.19259506464004517, 'num_updates': 398, 'mean_weight_PatchTST': 0.5000715255737305, 'mean_weight_iTransformer': 0.4999285340309143}, {'fold': 3, 'train_hi': 1642, 'eval_lo': 1642, 'eval_hi': 2053, 'mae': 0.32979127764701843, 'mse': 0.2748381793498993, 'num_updates': 399, 'mean_weight_PatchTST': 0.5002440214157104, 'mean_weight_iTransformer': 0.49975600838661194}]",OneNet / adaptation
static_vs_online,"{'eta': 0.05, 'decay': 0.97}",ETTh2,0.35180142521858215,0.2963617146015167,"[{'fold': 0, 'train_hi': 411, 'eval_lo': 411, 'eval_hi': 821, 'mae': 0.37575262784957886, 'mse': 0.3500823974609375, 'num_updates': 398, 'mean_weight_PatchTST': 0.5021504759788513, 'mean_weight_iTransformer': 0.49784955382347107}, {'fold': 1, 'train_hi': 821, 'eval_lo': 821, 'eval_hi': 1232, 'mae': 0.39288756251335144, 'mse': 0.36807578802108765, 'num_updates': 399, 'mean_weight_PatchTST': 0.5017049312591553, 'mean_weight_iTransformer': 0.49829503893852234}, {'fold': 2, 'train_hi': 1232, 'eval_lo': 1232, 'eval_hi': 1642, 'mae': 0.3088565468788147, 'mse': 0.1925899237394333, 'num_updates': 398, 'mean_weight_PatchTST': 0.5003576278686523, 'mean_weight_iTransformer': 0.49964237213134766}, {'fold': 3, 'train_hi': 1642, 'eval_lo': 1642, 'eval_hi': 2053, 'mae': 0.3296627998352051, 'mse': 0.27457693219184875, 'num_updates': 399, 'mean_weight_PatchTST': 0.5012199282646179, 'mean_weight_iTransformer': 0.4987800717353821}]",OneNet / adaptation
static_vs_online,"{'eta': 0.1, 'decay': 0.97}",ETTh2,0.35157933831214905,0.2958276569843292,"[{'fold': 0, 'train_hi': 411, 'eval_lo': 411, 'eval_hi': 821, 'mae': 0.3753651976585388, 'mse': 0.34917595982551575, 'num_updates': 398, 'mean_weight_PatchTST': 0.5043008327484131, 'mean_weight_iTransformer': 0.4956991374492645}, {'fold': 1, 'train_hi': 821, 'eval_lo': 821, 'eval_hi': 1232, 'mae': 0.39255136251449585, 'mse': 0.36717861890792847, 'num_updates': 399, 'mean_weight_PatchTST': 0.5034098029136658, 'mean_weight_iTransformer': 0.49659016728401184}, {'fold': 2, 'train_hi': 1232, 'eval_lo': 1232, 'eval_hi': 1642, 'mae': 0.30885234475135803, 'mse': 0.19258354604244232, 'num_updates': 398, 'mean_weight_PatchTST': 0.5007152557373047, 'mean_weight_iTransformer': 0.4992847740650177}, {'fold': 3, 'train_hi': 1642, 'eval_lo': 1642, 'eval_hi': 2053, 'mae': 0.3295023441314697, 'mse': 0.2742510735988617, 'num_updates': 399, 'mean_weight_PatchTST': 0.5024398565292358, 'mean_weight_iTransformer': 0.4975601136684418}]",OneNet / adaptation
static_vs_online,"{'eta': 0.2, 'decay': 0.97}",ETTh2,0.3511362671852112,0.29476398229599,"[{'fold': 0, 'train_hi': 411, 'eval_lo': 411, 'eval_hi': 821, 'mae': 0.37459200620651245, 'mse': 0.3473702371120453, 'num_updates': 398, 'mean_weight_PatchTST': 0.5086010694503784, 'mean_weight_iTransformer': 0.4913989305496216}, {'fold': 1, 'train_hi': 821, 'eval_lo': 821, 'eval_hi': 1232, 'mae': 0.3918808698654175, 'mse': 0.3653925955295563, 'num_updates': 399, 'mean_weight_PatchTST': 0.5068188309669495, 'mean_weight_iTransformer': 0.49318113923072815}, {'fold': 2, 'train_hi': 1232, 'eval_lo': 1232, 'eval_hi': 1642, 'mae': 0.3088439702987671, 'mse': 0.19257080554962158, 'num_updates': 398, 'mean_weight_PatchTST': 0.5014304518699646, 'mean_weight_iTransformer': 0.498569518327713}, {'fold': 3, 'train_hi': 1642, 'eval_lo': 1642, 'eval_hi': 2053, 'mae': 0.32918238639831543, 'mse': 0.27360162138938904, 'num_updates': 399, 'mean_weight_PatchTST': 0.5048794746398926, 'mean_weight_iTransformer': 0.49512046575546265}]",OneNet / adaptation
static_vs_online,"{'eta': 0.5, 'decay': 0.97}",ETTh2,0.34981483221054077,0.29161038994789124,"[{'fold': 0, 'train_hi': 411, 'eval_lo': 411, 'eval_hi': 821, 'mae': 0.372285932302475, 'mse': 0.34201279282569885, 'num_updates': 398, 'mean_weight_PatchTST': 0.521491289138794, 'mean_weight_iTransformer': 0.47850871086120605}, {'fold': 1, 'train_hi': 821, 'eval_lo': 821, 'eval_hi': 1232, 'mae': 0.3898812234401703, 'mse': 0.3601049482822418, 'num_updates': 399, 'mean_weight_PatchTST': 0.5170336365699768, 'mean_weight_iTransformer': 0.4829663336277008}, {'fold': 2, 'train_hi': 1232, 'eval_lo': 1232, 'eval_hi': 1642, 'mae': 0.3088195025920868, 'mse': 0.19253307580947876, 'num_updates': 398, 'mean_weight_PatchTST': 0.5035755634307861, 'mean_weight_iTransformer': 0.4964244067668915}, {'fold': 3, 'train_hi': 1642, 'eval_lo': 1642, 'eval_hi': 2053, 'mae': 0.32822757959365845, 'mse': 0.27167224884033203, 'num_updates': 399, 'mean_weight_PatchTST': 0.5121951699256897, 'mean_weight_iTransformer': 0.4878048598766327}]",OneNet / adaptation
