epoch,train_loss,router_val_selected_pair_mae,router_val_selected_pair_mse,router_val_exact_best_pair_accuracy
1,1.2489536711197624,0.3534482717514038,0.31992265582084656,15.49755334854126
2,1.113276090496526,0.3526560962200165,0.3192533850669861,15.98694920539856
3,1.0798239473650877,0.3526560962200165,0.3192533850669861,15.98694920539856
4,1.0578589243129353,0.3532260060310364,0.319318950176239,15.49755334854126
5,1.0437889075314075,0.3525640666484833,0.31605568528175354,15.49755334854126
6,1.0247461308633996,0.3518126308917999,0.31326934695243835,16.47634655237198
7,1.017512779525008,0.3518872857093811,0.31362664699554443,16.47634655237198
8,1.0020599891311415,0.3534482717514038,0.31992265582084656,15.49755334854126
9,0.9940473375469083,0.3517438471317291,0.3144151270389557,15.823817253112793
10,0.9870786020596667,0.3517477214336395,0.312004029750824,16.639478504657745
11,0.9762124177367875,0.3534482717514038,0.31992265582084656,15.49755334854126
12,0.9700145864277657,0.35282760858535767,0.3201626241207123,16.150081157684326
13,0.9623910640137288,0.35053908824920654,0.3130694031715393,17.618270218372345
14,0.956416685930764,0.3520490229129791,0.3146872818470001,15.823817253112793
15,0.9490865174004117,0.35219985246658325,0.31531986594200134,15.49755334854126
16,0.9357774135431196,0.3522953689098358,0.31848272681236267,16.802610456943512
17,0.9364244713762361,0.3534482717514038,0.31992265582084656,15.49755334854126
18,0.9327605829782388,0.35296881198883057,0.3178907334804535,15.49755334854126
19,0.9223143906635131,0.35250213742256165,0.3184695839881897,16.313213109970093
20,0.9160039098856221,0.3532855808734894,0.31945452094078064,15.49755334854126
21,0.9070469469949785,0.3528459370136261,0.31698477268218994,15.49755334854126
22,0.8962700678497422,0.3534482717514038,0.31992265582084656,15.49755334854126
23,0.888294543746153,0.3520376980304718,0.31466245651245117,15.823817253112793
