state_index,expert,expert_index,predicted_score,true_negative_mae,true_mae
25,iTransformer,2,-0.43300914764404297,-0.43751397728919983,0.43751397728919983
25,TimesNet,3,0.2788606882095337,-0.524795413017273,0.524795413017273
25,ModernTCN,4,-0.09263671189546585,-0.4346129596233368,0.4346129596233368
26,DLinear,0,1.5883417129516602,-0.4485236704349518,0.4485236704349518
26,PatchTST,1,0.38239070773124695,-0.41421839594841003,0.41421839594841003
26,iTransformer,2,-0.38883236050605774,-0.43751397728919983,0.43751397728919983
26,TimesNet,3,0.29546836018562317,-0.524795413017273,0.524795413017273
27,DLinear,0,1.7923977375030518,-0.4485236704349518,0.4485236704349518
27,PatchTST,1,0.3825063109397888,-0.41421839594841003,0.41421839594841003
27,iTransformer,2,-0.3856801390647888,-0.43751397728919983,0.43751397728919983
27,ModernTCN,4,0.04154359549283981,-0.4346129596233368,0.4346129596233368
28,DLinear,0,1.5169308185577393,-0.4485236704349518,0.4485236704349518
28,PatchTST,1,0.37887975573539734,-0.41421839594841003,0.41421839594841003
28,TimesNet,3,0.4476398229598999,-0.524795413017273,0.524795413017273
28,ModernTCN,4,0.07680613547563553,-0.4346129596233368,0.4346129596233368
29,DLinear,0,1.5541458129882812,-0.4485236704349518,0.4485236704349518
29,iTransformer,2,-0.3690601885318756,-0.43751397728919983,0.43751397728919983
29,TimesNet,3,0.3976709246635437,-0.524795413017273,0.524795413017273
29,ModernTCN,4,0.0371120348572731,-0.4346129596233368,0.4346129596233368
30,PatchTST,1,0.32632938027381897,-0.41421839594841003,0.41421839594841003
30,iTransformer,2,-0.42377421259880066,-0.43751397728919983,0.43751397728919983
30,TimesNet,3,0.2815355658531189,-0.524795413017273,0.524795413017273
30,ModernTCN,4,-0.08161679655313492,-0.4346129596233368,0.4346129596233368
31,DLinear,0,1.6420027017593384,-0.4485236704349518,0.4485236704349518
31,PatchTST,1,0.39156100153923035,-0.41421839594841003,0.41421839594841003
31,iTransformer,2,-0.4085167646408081,-0.43751397728919983,0.43751397728919983
31,TimesNet,3,0.4011809229850769,-0.524795413017273,0.524795413017273
31,ModernTCN,4,0.05564979463815689,-0.4346129596233368,0.4346129596233368
33,DLinear,0,1.293212890625,-0.5923384428024292,0.5923384428024292
34,PatchTST,1,0.22377896308898926,-0.5599779486656189,0.5599779486656189
35,iTransformer,2,-0.6520113348960876,-0.6085742115974426,0.6085742115974426
36,TimesNet,3,-0.05723373591899872,-0.654617428779602,0.654617428779602
37,ModernTCN,4,-0.011489950120449066,-0.593706488609314,0.593706488609314
38,DLinear,0,1.591781735420227,-0.5923384428024292,0.5923384428024292
38,PatchTST,1,0.2904394865036011,-0.5599779486656189,0.5599779486656189
39,DLinear,0,1.5100053548812866,-0.5923384428024292,0.5923384428024292
39,iTransformer,2,-0.3434531092643738,-0.6085742115974426,0.6085742115974426
40,DLinear,0,1.2033662796020508,-0.5923384428024292,0.5923384428024292
40,TimesNet,3,0.25466305017471313,-0.654617428779602,0.654617428779602
41,DLinear,0,1.5514849424362183,-0.5923384428024292,0.5923384428024292
41,ModernTCN,4,0.07647482305765152,-0.593706488609314,0.593706488609314
42,PatchTST,1,0.2793108820915222,-0.5599779486656189,0.5599779486656189
42,iTransformer,2,-0.5603312849998474,-0.6085742115974426,0.6085742115974426
43,PatchTST,1,0.2681272327899933,-0.5599779486656189,0.5599779486656189
43,TimesNet,3,0.06718434393405914,-0.654617428779602,0.654617428779602
44,PatchTST,1,0.3339028060436249,-0.5599779486656189,0.5599779486656189
44,ModernTCN,4,-0.17587649822235107,-0.593706488609314,0.593706488609314
45,iTransformer,2,-0.5130031704902649,-0.6085742115974426,0.6085742115974426
45,TimesNet,3,0.10349546372890472,-0.654617428779602,0.654617428779602
46,iTransformer,2,-0.4688119888305664,-0.6085742115974426,0.6085742115974426
46,ModernTCN,4,-0.10657068341970444,-0.593706488609314,0.593706488609314
47,TimesNet,3,0.24951373040676117,-0.654617428779602,0.654617428779602
47,ModernTCN,4,-0.07728677242994308,-0.593706488609314,0.593706488609314
48,DLinear,0,1.693709135055542,-0.5923384428024292,0.5923384428024292
48,PatchTST,1,0.3205662965774536,-0.5599779486656189,0.5599779486656189
48,iTransformer,2,-0.37816697359085083,-0.6085742115974426,0.6085742115974426
49,DLinear,0,1.3831777572631836,-0.5923384428024292,0.5923384428024292
49,PatchTST,1,0.35628563165664673,-0.5599779486656189,0.5599779486656189
49,TimesNet,3,0.3014906644821167,-0.654617428779602,0.654617428779602
50,DLinear,0,1.6367214918136597,-0.5923384428024292,0.5923384428024292
50,PatchTST,1,0.3591761887073517,-0.5599779486656189,0.5599779486656189
50,ModernTCN,4,0.05639708787202835,-0.593706488609314,0.593706488609314
51,DLinear,0,1.3557183742523193,-0.5923384428024292,0.5923384428024292
51,iTransformer,2,-0.3694789707660675,-0.6085742115974426,0.6085742115974426
51,TimesNet,3,0.2652801275253296,-0.654617428779602,0.654617428779602
