threshold,selected_pair_mae,selected_pair_mse,improvement_over_fixed_pair,switch_rate,selected_switch_win_rate,predicted_actual_improvement_correlation,beneficial_switch_auc
-inf,0.3626459538936615,0.3237985372543335,-0.01087939739227295,100.0,38.82544934749603,-0.060685958713293076,0.4507675070028011
-0.05,0.3626459538936615,0.3237985372543335,-0.01087939739227295,100.0,38.82544934749603,-0.060685958713293076,0.4507675070028011
-0.025,0.3626459538936615,0.3237985372543335,-0.01087939739227295,100.0,38.82544934749603,-0.060685958713293076,0.4507675070028011
-0.01,0.3626459538936615,0.3237985372543335,-0.01087939739227295,100.0,38.82544934749603,-0.060685958713293076,0.4507675070028011
-0.005,0.3626459538936615,0.3237985372543335,-0.01087939739227295,100.0,38.82544934749603,-0.060685958713293076,0.4507675070028011
-0.001,0.3626459538936615,0.3237985372543335,-0.01087939739227295,100.0,38.82544934749603,-0.060685958713293076,0.4507675070028011
0.0,0.3626459538936615,0.3237985372543335,-0.01087939739227295,100.0,38.82544934749603,-0.060685958713293076,0.4507675070028011
0.001,0.3626459538936615,0.3237985372543335,-0.01087939739227295,100.0,38.82544934749603,-0.060685958713293076,0.4507675070028011
0.005,0.3626459538936615,0.3237985372543335,-0.01087939739227295,100.0,38.82544934749603,-0.060685958713293076,0.4507675070028011
0.01,0.3626459538936615,0.3237985372543335,-0.01087939739227295,100.0,38.82544934749603,-0.060685958713293076,0.4507675070028011
0.025,0.3626459538936615,0.3237985372543335,-0.01087939739227295,100.0,38.82544934749603,-0.060685958713293076,0.4507675070028011
0.05,0.3626459538936615,0.3237985372543335,-0.01087939739227295,100.0,38.82544934749603,-0.060685958713293076,0.4507675070028011
0.30996963381767273,0.36276474595069885,0.324323832988739,-0.010998189449310303,99.83686804771423,38.725489377975464,-0.060685958713293076,0.4507675070028011
0.32373533844947816,0.3635568618774414,0.32848072052001953,-0.011790305376052856,97.38988876342773,37.85594701766968,-0.060685958713293076,0.4507675070028011
0.3374840974807739,0.36328843235969543,0.32908931374549866,-0.011521875858306885,94.94290351867676,37.628865242004395,-0.060685958713293076,0.4507675070028011
0.3530835866928101,0.36317959427833557,0.3294486701488495,-0.011413037776947021,92.49592423439026,37.56613731384277,-0.060685958713293076,0.4507675070028011
0.3756915986537933,0.36287739872932434,0.32927262783050537,-0.011110842227935791,89.88580703735352,37.74954676628113,-0.060685958713293076,0.4507675070028011
0.3890983462333679,0.36218270659446716,0.3288640081882477,-0.010416150093078613,87.43882775306702,38.43283653259277,-0.060685958713293076,0.4507675070028011
0.4035021126270294,0.3614688813686371,0.3284105956554413,-0.009702324867248535,84.99184250831604,38.579654693603516,-0.060685958713293076,0.4507675070028011
0.41926096081733705,0.3613101541996002,0.3291175365447998,-0.00954359769821167,82.38173127174377,38.019803166389465,-0.060685958713293076,0.4507675070028011
0.43668854236602783,0.3624168634414673,0.3309802711009979,-0.010650306940078735,79.9347460269928,36.32653057575226,-0.060685958713293076,0.4507675070028011
0.45359171628952033,0.36334508657455444,0.33312392234802246,-0.011578530073165894,77.4877667427063,34.736841917037964,-0.060685958713293076,0.4507675070028011
0.46861767768859863,0.3635862469673157,0.3339577317237854,-0.011819690465927124,74.87764954566956,34.64052379131317,-0.060685958713293076,0.4507675070028011
0.4926392436027527,0.36453357338905334,0.33560293912887573,-0.012767016887664795,72.43067026138306,33.33333432674408,-0.060685958713293076,0.4507675070028011
0.504357659816742,0.3649753928184509,0.3364560008049011,-0.013208836317062378,69.98368501663208,32.16783106327057,-0.060685958713293076,0.4507675070028011
0.5158822774887085,0.36439502239227295,0.33610275387763977,-0.0126284658908844,67.53670573234558,31.88405930995941,-0.060685958713293076,0.4507675070028011
0.5216621279716492,0.3637131154537201,0.3353171944618225,-0.011946558952331543,64.92658853530884,32.663315534591675,-0.060685958713293076,0.4507675070028011
0.5281492471694946,0.3625997006893158,0.3330424726009369,-0.010833144187927246,62.47960925102234,32.89817273616791,-0.060685958713293076,0.4507675070028011
0.5392239212989807,0.36172419786453247,0.33131808042526245,-0.009957641363143921,60.03262400627136,33.423912525177,-0.060685958713293076,0.4507675070028011
0.5558404803276062,0.3608560562133789,0.3298841416835785,-0.009089499711990356,57.4225127696991,33.52272808551788,-0.060685958713293076,0.4507675070028011
0.5671723008155823,0.3601561188697815,0.3289766013622284,-0.008389562368392944,54.97552752494812,34.12462770938873,-0.060685958713293076,0.4507675070028011
0.5785441279411316,0.3595547080039978,0.32811978459358215,-0.007788151502609253,52.52854824066162,34.78260934352875,-0.060685958713293076,0.4507675070028011
0.5849443078041077,0.359298437833786,0.3290284276008606,-0.007531881332397461,49.91843402385712,34.64052379131317,-0.060685958713293076,0.4507675070028011
0.5999169409275055,0.35914403200149536,0.3289414048194885,-0.0073774755001068115,47.47145175933838,34.70790386199951,-0.060685958713293076,0.4507675070028011
0.6116559147834778,0.3585183024406433,0.32759013772010803,-0.006751745939254761,45.02446949481964,35.144928097724915,-0.060685958713293076,0.4507675070028011
0.622267609834671,0.35784801840782166,0.326606810092926,-0.0060814619064331055,42.5774872303009,34.86590087413788,-0.060685958713293076,0.4507675070028011
0.6456835508346558,0.3584994375705719,0.32655826210975647,-0.00673288106918335,39.9673730134964,33.06122422218323,-0.060685958713293076,0.4507675070028011
0.6781200170516968,0.3566303849220276,0.3221632242202759,-0.004863828420639038,37.52039074897766,35.217392444610596,-0.060685958713293076,0.4507675070028011
0.689728856086731,0.3556525409221649,0.32066211104393005,-0.003885984420776367,35.07340848445892,37.20930218696594,-0.060685958713293076,0.4507675070028011
0.7211903452873232,0.3544977605342865,0.31907331943511963,-0.0027312040328979492,32.46329426765442,40.2010053396225,-0.060685958713293076,0.4507675070028011
0.8326638221740723,0.35382845997810364,0.31794503331184387,-0.002061903476715088,30.01631200313568,41.30434691905975,-0.060685958713293076,0.4507675070028011
0.8477372944355012,0.3536146879196167,0.3172987997531891,-0.0018481314182281494,27.569329738616943,41.420117020606995,-0.060685958713293076,0.4507675070028011
0.861441969871521,0.35320621728897095,0.3164146840572357,-0.0014396607875823975,24.95921701192856,42.48366057872772,-0.060685958713293076,0.4507675070028011
0.8649246573448182,0.35288092494010925,0.3158986568450928,-0.0011143684387207031,22.51223474740982,43.478259444236755,-0.060685958713293076,0.4507675070028011
0.8704391360282898,0.3524669110774994,0.3154407739639282,-0.0007003545761108398,20.065252482891083,44.71544623374939,-0.060685958713293076,0.4507675070028011
0.8773632109165191,0.3525583744049072,0.31557804346084595,-0.0007918179035186768,17.618270218372345,41.66666567325592,-0.060685958713293076,0.4507675070028011
0.8869060993194581,0.3522825837135315,0.31542524695396423,-0.0005160272121429443,15.00815600156784,43.478259444236755,-0.060685958713293076,0.4507675070028011
0.9036411046981812,0.3519432842731476,0.31529876589775085,-0.0001767277717590332,12.561175227165222,49.35064911842346,-0.060685958713293076,0.4507675070028011
0.9169822692871095,0.3517906069755554,0.3152438998222351,-2.4050474166870117e-05,10.114192217588425,53.22580933570862,-0.060685958713293076,0.4507675070028011
0.9347460508346559,0.3516673445701599,0.3149777352809906,9.92119312286377e-05,7.50407800078392,54.347825050354004,-0.060685958713293076,0.4507675070028011
0.9526231527328491,0.351761132478714,0.3151487112045288,5.424022674560547e-06,5.057096108794212,54.83871102333069,-0.060685958713293076,0.4507675070028011
0.9655266046524049,0.3518248498439789,0.315350204706192,-5.829334259033203e-05,2.6101142168045044,50.0,-0.060685958713293076,0.4507675070028011
