epoch,train_loss,router_val_selected_pair_mae,router_val_selected_pair_mse,router_val_exact_best_pair_accuracy
1,1.2350937244198814,0.3525986969470978,0.3189811706542969,15.660685300827026
2,1.109642299744076,0.35564401745796204,0.320087730884552,13.866232335567474
3,1.0802987786077953,0.3549811542034149,0.3194710910320282,15.00815600156784
4,1.0585627882758177,0.35163089632987976,0.31232306361198425,17.128874361515045
5,1.0359985311613162,0.3523109257221222,0.3155447244644165,15.660685300827026
6,1.0215882757670462,0.3517477214336395,0.312004029750824,16.639478504657745
7,1.0086331391009364,0.35229411721229553,0.31415432691574097,17.128874361515045
8,1.00203147232968,0.35522884130477905,0.3220614790916443,15.49755334854126
9,0.9875748614479841,0.3529032766819,0.31236568093299866,16.639478504657745
10,0.9830842253294331,0.3521261513233185,0.31339573860168457,16.47634655237198
11,0.973428840586109,0.3533514440059662,0.3155391812324524,15.98694920539856
12,0.9631354169501831,0.3534870147705078,0.31564825773239136,15.823817253112793
13,0.9564486065842266,0.35852500796318054,0.3250097334384918,14.51876014471054
14,0.947767239225474,0.35832780599594116,0.3241995573043823,15.00815600156784
