epoch,train_loss,router_val_selected_pair_mae,router_val_selected_pair_mse,router_val_exact_best_pair_accuracy
1,0.9259414808145106,0.28406673669815063,0.1733626425266266,21.696573495864868
2,0.7655789628298295,0.28675970435142517,0.17684003710746765,18.27079951763153
3,0.740960048049819,0.28675970435142517,0.17684003710746765,18.27079951763153
4,0.7294809558422927,0.28675970435142517,0.17684003710746765,18.27079951763153
5,0.7067026765649631,0.28675970435142517,0.17684003710746765,18.27079951763153
6,0.7045601626111424,0.28675970435142517,0.17684003710746765,18.27079951763153
7,0.6897763938248825,0.28675970435142517,0.17684003710746765,18.27079951763153
8,0.6895910679742411,0.28675970435142517,0.17684003710746765,18.27079951763153
9,0.6852499400326756,0.28675970435142517,0.17684003710746765,18.27079951763153
10,0.6779759806711037,0.28675970435142517,0.17684003710746765,18.27079951763153
11,0.6776676946190352,0.28381696343421936,0.17363116145133972,21.696573495864868
12,0.6707946857590822,0.28675970435142517,0.17684003710746765,18.27079951763153
13,0.667925938013061,0.28675970435142517,0.17684003710746765,18.27079951763153
14,0.6617327428595705,0.286831259727478,0.1768699437379837,17.78140366077423
15,0.6583300625703071,0.28675970435142517,0.17684003710746765,18.27079951763153
16,0.6588627515742678,0.2851640582084656,0.17519353330135345,21.859706938266754
17,0.6592698425011001,0.28675970435142517,0.17684003710746765,18.27079951763153
18,0.6508484583364367,0.28560304641723633,0.17538373172283173,21.0440456867218
19,0.6511435396951173,0.2856428027153015,0.1753748655319214,20.880913734436035
20,0.6437310672828295,0.28675970435142517,0.17684003710746765,18.27079951763153
21,0.6369123734384993,0.28675970435142517,0.17684003710746765,18.27079951763153
